date_time,pm2.5,pm10,o3,no2,so2,co
2023-02-11,,,14,12,9,
2023-02-12,,,13,11,9,
2023-02-13,,,12,11,9,
2023-02-14,,,15,12,9,
2023-02-15,,,20,11,9,
2023-02-16,,,33,12,9,
2023-02-17,,,31,11,9,
2023-02-18,,,23,12,9,
2023-02-19,,,26,12,9,
2023-02-20,,,28,12,9,
2023-02-21,,,32,11,9,
2023-02-22,,,23,12,9,
2023-02-23,,,16,12,9,
2023-02-24,,,24,11,9,
2023-02-25,,,38,12,9,
2023-02-26,,,40,12,9,
2023-02-27,,,31,12,9,
2023-02-28,,,17,12,9,
2023-03-01,,,17,11,9,
2023-03-02,,,23,11,9,
2023-03-03,,,26,11,9,
2023-03-04,,,30,11,9,
2023-03-05,,,40,12,9,
2023-03-06,,,31,11,9,
2023-03-07,,,21,11,9,
2023-03-08,,,18,12,9,
2023-03-09,,,20,12,9,
2023-03-10,,,16,11,9,
2023-03-11,,,20,11,9,
2023-03-12,,,22,12,9,
2023-03-13,,,32,12,9,
2023-03-14,,,28,11,9,
2023-03-15,,,24,11,9,
2023-03-16,,,24,11,9,
2023-03-17,,,25,11,9,
2023-03-18,,,21,11,9,
2023-03-19,,,18,11,9,
2023-03-20,,,21,12,9,
2023-03-21,,,48,11,9,
2023-03-22,,,37,12,9,
2023-03-23,,,28,11,9,
2023-03-24,,,21,11,9,
2023-03-25,,,20,12,9,
2023-03-26,,,21,11,9,
2023-03-27,,,21,11,9,
2023-03-28,,,22,12,9,
2023-03-29,,,24,12,9,
2023-03-30,,,29,12,9,
2023-03-31,6,19,18,13,9,600
2023-04-01,11,30,18,14,8,42
2023-04-02,3,9,18,14,8,25
2023-04-03,1,3,18,12,9,142
2023-04-04,1,3,22,13,8,83
2023-04-05,1,3,19,18,8,100
2023-04-06,1,3,20,17,8,167
2023-04-07,1,3,18,18,8,117
2023-04-08,1,3,20,18,8,8
2023-04-09,,,31,18,8,0
2023-04-10,14,39,29,19,8,83
2023-04-11,18,45,30,18,8,75
2023-04-12,13,34,24,18,8,58
2023-04-13,9,27,23,18,8,75
2023-04-14,10,31,23,18,8,33
2023-04-15,16,39,18,17,8,133
2023-04-16,11,31,20,17,8,83
2023-04-17,19,47,22,17,8,33
2023-04-18,24,49,27,16,8,108
2023-04-19,31,61,39,16,8,100
2023-04-20,34,64,45,16,8,308
2023-04-21,38,72,34,16,8,136
2023-04-22,19,46,26,16,8,133
2023-04-23,34,66,24,16,8,50
2023-04-24,41,67,20,16,9,75
2023-04-25,6,18,18,16,8,58
2023-04-26,7,22,23,16,8,33
2023-04-27,6,19,25,16,8,50
2023-04-28,7,22,27,16,8,33
2023-04-29,9,28,26,16,8,17
2023-04-30,6,18,35,16,8,0
2023-05-01,17,37,36,16,8,42
2023-05-02,6,19,24,16,8,50
2023-05-03,8,24,20,16,8,33
2023-05-04,7,23,24,16,8,25
2023-05-05,9,26,29,16,9,67
2023-05-06,9,28,31,16,8,58
2023-05-07,17,42,33,16,8,125
2023-05-08,6,18,55,16,8,17
2023-05-09,6,19,47,16,8,8
2023-05-10,4,14,31,16,8,67
2023-05-11,5,14,36,16,8,133
2023-05-12,5,15,20,16,8,200
2023-05-13,3,8,32,16,8,17
2023-05-14,4,10,40,16,8,8
2023-05-15,5,15,32,16,8,150
2023-05-16,5,16,24,16,9,92
2023-05-17,13,36,23,16,9,225
2023-05-18,22,49,31,16,9,175
2023-05-19,20,47,38,16,9,167
2023-05-20,15,39,32,16,9,108
2023-05-21,8,24,38,16,9,33
2023-05-22,10,28,37,16,9,142
2023-05-23,8,24,43,16,9,92
2023-05-24,6,20,35,16,9,75
2023-05-25,5,14,36,16,9,125
2023-05-26,4,13,43,16,9,67
2023-05-27,4,12,45,16,8,25
2023-05-28,3,8,34,16,8,83
2023-05-29,3,9,34,16,8,17
2023-05-30,3,10,49,16,9,8
2023-05-31,5,16,55,16,9,67
2023-06-01,4,14,48,16,9,83
2023-06-02,4,13,43,16,9,83
2023-06-03,6,20,32,16,9,67
2023-06-04,6,18,34,16,9,42
2023-06-05,6,18,33,16,9,17
2023-06-06,7,20,31,16,9,208
2023-06-07,2,8,27,16,8,156
2023-06-08,3,10,33,16,9,146
2023-06-09,5,15,28,16,9,100
2023-06-10,5,15,31,16,9,109
2023-06-11,4,12,24,16,9,154
2023-06-12,4,11,26,16,9,75
2023-06-13,5,16,29,16,9,125
2023-06-14,3,10,27,16,9,83
2023-06-15,3,8,23,16,9,75
2023-06-16,3,11,25,16,9,31
2023-06-17,3,10,28,16,9,73
2023-06-18,2,6,23,16,9,83
2023-06-19,3,10,28,16,9,167
2023-06-20,3,9,41,16,9,33
2023-06-21,3,8,35,16,9,92
2023-06-22,4,11,38,16,8,33
2023-06-23,4,13,41,16,9,64
2023-06-24,4,12,47,16,9,75
2023-06-25,4,14,42,16,9,42
2023-06-26,4,12,37,16,9,8
2023-06-27,4,12,30,16,9,45
2023-06-28,4,13,24,16,9,11
2023-06-29,5,16,27,16,9,157
2023-06-30,3,11,24,16,9,92
2023-07-01,4,12,25,16,9,92
2023-07-02,2,8,24,16,9,92
2023-07-03,2,8,24,16,9,75
2023-07-04,3,9,24,16,9,125
2023-07-05,3,11,27,16,9,42
2023-07-06,3,8,24,16,9,25
2023-07-07,3,10,40,16,9,33
2023-07-08,4,12,66,16,9,83
2023-07-09,4,12,110,16,9,83
2023-07-10,3,10,118,16,9,75
2023-07-11,3,10,147,16,9,67
2023-07-12,5,15,181,16,9,85
2023-07-13,4,12,211,16,9,100
2023-07-14,3,10,246,16,9,83
2023-07-15,4,13,147,17,9,362
2023-07-16,4,11,36,16,9,109
2023-07-17,4,14,36,16,9,208
2023-07-18,4,13,36,15,9,125
2023-07-19,4,11,157,16,9,92
2023-07-20,3,9,261,16,8,50
2023-07-21,3,10,301,16,9,36
2023-07-22,2,7,313,16,9,92
2023-07-23,2,7,345,16,9,25
2023-07-24,2,7,360,16,9,55
2023-07-25,2,7,371,16,9,25
2023-07-26,2,6,382,16,9,33
2023-07-27,4,13,387,16,9,92
2023-07-28,4,11,387,16,9,108
2023-07-29,3,8,387,16,9,109
2023-07-30,2,7,387,16,9,23
2023-07-31,3,9,387,16,9,192
2023-08-01,5,15,387,16,9,182
2023-08-02,4,14,387,16,9,191
2023-08-03,5,18,387,16,9,317
2023-08-04,3,10,387,16,9,373
2023-08-05,3,12,387,16,9,100
2023-08-06,4,14,387,15,9,117
2023-08-07,3,11,387,16,9,136
2023-08-08,4,15,387,15,9,167
2023-08-09,5,15,387,16,9,92
2023-08-10,4,14,387,16,9,75
2023-08-11,5,19,387,16,9,83
2023-08-12,5,15,202,16,9,58
2023-08-13,3,12,17,15,9,42
2023-08-14,4,15,16,15,9,175
2023-08-15,6,19,16,16,9,67
2023-08-16,5,16,23,16,9,58
2023-08-17,4,15,16,16,9,17
2023-08-18,3,9,29,16,9,55
2023-08-19,4,12,97,15,9,75
2023-08-20,4,13,25,15,9,17
2023-08-21,4,12,18,16,9,92
2023-08-22,3,9,16,16,9,142
2023-08-23,3,9,17,16,9,175
2023-08-24,4,11,20,16,9,167
2023-08-25,4,12,20,16,9,100
2023-08-26,4,11,17,16,9,142
2023-08-27,4,11,25,16,9,33
2023-08-28,5,14,26,16,9,158
2023-08-29,4,13,28,16,9,58
2023-08-30,6,18,42,16,9,133
2023-08-31,5,14,47,16,9,100
2023-09-01,10,26,50,16,9,117
2023-09-02,12,30,58,16,9,83
2023-09-03,8,22,62,16,9,58
2023-09-04,5,14,57,16,9,17
2023-09-05,5,15,57,16,9,92
2023-09-06,4,12,33,16,9,142
2023-09-07,4,11,23,16,9,173
2023-09-08,4,12,24,16,9,208
2023-09-09,5,15,28,16,9,150
2023-09-10,3,8,26,16,9,133
2023-09-11,4,13,17,16,9,242
2023-09-12,6,19,19,16,9,250
2023-09-13,2,8,24,16,9,146
2023-09-14,4,13,20,16,9,167
2023-09-15,4,12,22,16,9,92
2023-09-16,3,10,17,16,9,83
2023-09-17,4,12,21,15,9,0
2023-09-18,2,6,20,16,9,300
2023-09-19,3,9,45,16,9,193
2023-09-20,3,9,43,16,9,129
2023-09-21,4,12,33,16,9,108
2023-09-22,5,14,24,16,9,83
2023-09-23,4,13,18,16,9,158
2023-09-24,3,9,21,16,9,150
2023-09-25,2,6,13,16,9,233
2023-09-26,2,7,5,16,9,267
2023-09-27,2,7,5,16,9,223
2023-09-28,5,14,5,17,9,282
2023-09-29,2,7,5,16,9,123
2023-09-30,3,9,5,16,9,83
2023-10-01,4,10,5,16,9,0
2023-10-02,4,11,5,16,9,140
2023-10-03,5,16,5,16,9,517
2023-10-04,2,6,5,16,9,193
2023-10-05,3,10,5,16,9,220
2023-10-06,4,12,5,16,9,208
2023-10-07,2,6,5,16,9,142
2023-10-08,2,7,5,16,9,150
2023-10-09,5,14,5,16,9,508
2023-10-10,5,14,5,16,9,400
2023-10-11,3,7,5,16,9,200
2023-10-12,,,,,,
2023-10-13,,,,,,
2023-10-14,,,,,,
2023-10-15,,,,,,
2023-10-16,,,,,,
2023-10-17,,,,,,
2023-10-18,4,11,18,17,9,688
2023-10-19,11,26,25,16,9,525
2023-10-20,17,39,32,16,9,183
2023-10-21,4,10,35,16,9,17
2023-10-22,42,65,34,16,9,17
2023-10-23,2,6,20,16,9,108
2023-10-24,3,9,17,16,9,242
2023-10-25,5,14,16,16,9,225
2023-10-26,3,10,14,16,9,167
2023-10-27,5,14,20,16,9,117
2023-10-28,4,11,20,16,9,25
2023-10-29,5,13,36,16,9,33
2023-10-30,3,8,30,16,9,238
2023-10-31,6,19,34,16,9,17
2023-11-01,4,14,33,16,9,0
2023-11-02,2,5,26,17,9,75
2023-11-03,5,18,32,16,9,85
2023-11-04,4,14,24,17,9,100
2023-11-05,4,11,23,16,9,91
2023-11-06,3,9,27,16,9,136
2023-11-07,5,14,25,16,9,250
2023-11-08,2,6,54,16,9,192
2023-11-09,4,12,67,16,9,242
2023-11-10,8,24,71,16,9,292
2023-11-11,6,17,46,16,9,142
2023-11-12,3,10,7,16,9,100
2023-11-13,5,14,334,16,9,0
2023-11-14,3,9,369,16,9,6
2023-11-15,5,19,387,16,9,12
2023-11-16,4,13,387,17,9,0
2023-11-17,,,,,,
2023-11-18,8,30,387,16,9,100
2023-11-19,7,27,387,16,9,27
2023-11-20,7,21,387,16,9,150
2023-11-21,7,23,387,16,9,125
2023-11-22,43,67,,16,9,292
2023-11-23,175,214,,16,9,200
2023-11-24,39,59,,16,9,58
2023-11-25,126,143,,16,9,8
2023-11-26,17,40,,16,9,36
2023-11-27,8,27,,16,9,208
2023-11-28,29,57,,16,9,92
2023-11-29,141,155,,16,9,75
2023-11-30,22,39,,16,9,133
2023-12-01,6,20,,16,9,0
2023-12-02,5,15,,16,9,0
2023-12-03,4,14,,16,9,0
2023-12-04,3,8,,16,9,27
2023-12-05,3,11,,16,9,83
2023-12-06,3,10,,16,9,85
2023-12-07,31,49,,16,9,27
2023-12-08,7,20,,16,9,275
2023-12-09,13,35,,16,9,233
2023-12-10,75,95,,16,9,64
2023-12-11,10,26,,16,9,100
2023-12-12,37,61,,16,9,117
2023-12-13,41,62,,16,9,100
2023-12-14,31,50,,16,9,117
2023-12-15,5,15,,16,9,33
2023-12-16,6,19,,16,9,42
2023-12-17,4,12,,16,9,0
2023-12-18,18,33,,16,9,17
2023-12-19,78,119,,16,9,8
2023-12-20,5,14,,17,9,25
2023-12-21,1,4,,17,9,67
2023-12-22,1,4,,17,9,33
2023-12-23,2,6,,17,9,208
2023-12-24,2,6,,17,9,36
2023-12-25,4,11,,17,9,117
2023-12-26,7,22,,16,9,0
2023-12-27,3,9,,16,9,123
2023-12-28,2,6,,16,9,83
2023-12-29,11,24,,16,9,42
2023-12-30,27,49,,16,9,8
2023-12-31,171,211,,16,9,264
2024-01-01,83,122,,16,9,100
2024-01-02,52,81,,16,9,350
2024-01-03,48,78,,16,9,217
2024-01-04,10,29,,16,9,100
2024-01-05,10,28,,16,9,217
2024-01-06,8,25,,16,9,58
2024-01-07,10,28,,16,9,45
2024-01-08,7,22,,16,9,175
2024-01-09,13,34,,16,9,208
2024-01-10,14,36,,16,9,133
2024-01-11,8,24,,16,9,0
2024-01-12,8,24,,16,9,25
2024-01-13,12,34,,16,9,117
2024-01-14,10,28,,16,9,127
2024-01-15,6,20,,16,9,67
2024-01-16,6,22,,16,9,17
2024-01-17,10,32,,16,9,112
2024-01-18,,,,,,
2024-01-19,,,,,,
2024-01-20,,,,,,
2024-01-21,,,,,,
2024-01-22,,,,,,
2024-01-23,,,,,,
2024-01-24,,,,,,
2024-01-25,,,,,,
2024-01-26,3,8,,17,7,250
2024-01-27,3,9,,16,7,200
2024-01-28,2,7,,15,7,200
2024-01-29,5,14,,16,7,158
2024-01-30,11,32,,15,7,342
2024-01-31,23,50,,16,7,277
2024-02-01,24,49,,15,7,209
2024-02-02,24,47,,16,7,250
2024-02-03,21,28,,15,7,183
2024-02-04,20,40,,15,7,175
2024-02-05,10,26,,15,7,175
2024-02-06,6,19,,15,7,92
2024-02-07,8,23,,12,7,167
2024-02-08,8,23,,15,7,108
2024-02-09,1,3,,16,7,175
2024-02-10,2,5,,16,7,100
2024-02-11,5,12,,16,7,125
2024-02-12,7,20,,16,7,133
2024-02-13,13,38,,16,7,200
2024-02-14,10,32,,12,7,200
2024-02-15,,,,,,
2024-02-16,,,,,,
2024-02-17,,,,,,
2024-02-18,,,,,,
2024-02-19,,,,,,
2024-02-20,8,23,,12,8,220
2024-02-21,9,26,,14,8,192
2024-02-22,7,22,,13,8,208
2024-02-23,7,22,,13,8,150
2024-02-24,7,19,,14,8,150
2024-02-25,5,16,,14,8,142
2024-02-26,11,22,,14,8,158
2024-02-27,11,22,,16,8,142
2024-02-28,4,12,,14,8,250
2024-02-29,17,35,,14,8,308
2024-03-01,5,13,,15,7,158
2024-03-02,1,4,,16,7,158
2024-03-03,2,7,,14,7,250
2024-03-04,9,26,,13,8,292
2024-03-05,18,45,,13,9,342
2024-03-06,31,62,,13,9,425
2024-03-07,27,55,,15,7,192
2024-03-08,7,21,,14,7,217
2024-03-09,8,24,,14,7,208
2024-03-10,9,22,,14,7,242
2024-03-11,4,11,,15,7,200
2024-03-12,4,13,,15,8,208
2024-03-13,8,24,,13,8,283
2024-03-14,7,20,,13,8,267
2024-03-15,10,30,,15,8,333
2024-03-16,19,46,,13,9,242
2024-03-17,19,40,,13,8,192
2024-03-18,11,32,,12,8,217
2024-03-19,9,25,,13,9,217
2024-03-20,2,7,,16,7,183
2024-03-21,3,11,,14,8,267
2024-03-22,11,32,,13,8,208
2024-03-23,11,32,,13,8,242
2024-03-24,8,23,,13,8,183
2024-03-25,7,20,,12,8,183
2024-03-26,6,19,,12,8,192
2024-03-27,7,22,,13,8,200
2024-03-28,9,28,,12,8,267
2024-03-29,14,38,,12,9,333
2024-03-30,8,25,,11,9,208
2024-03-31,9,27,,12,9,225
2024-04-01,12,34,,13,9,258
2024-04-02,11,32,,14,9,254
2024-04-03,9,28,,14,9,240
2024-04-04,25,41,,7,2,67
2024-04-05,,,,,,
2024-04-06,4,14,,15,8,125
2024-04-07,4,14,,16,7,100
2024-04-08,,,,,,
2024-04-09,,,,,,
2024-04-10,,,,,,
2024-04-11,,,,,,
2024-04-12,,,,,,
2024-04-13,25,40,,9,2,
2024-04-14,16,41,,16,8,114
2024-04-15,16,40,,16,8,125
2024-04-16,13,32,,16,8,175
2024-04-17,11,29,,16,8,175
2024-04-18,12,30,,16,9,158
2024-04-19,10,29,,15,9,288
2024-04-20,,,,,,
2024-04-21,,,,,,
2024-04-22,,,,,,
2024-04-23,,,,,,
2024-04-24,,,,,,
2024-04-25,,,,,,
2024-04-26,19,45,,15,10,443
2024-04-27,16,39,,15,9,258
2024-04-28,6,17,,16,9,100
2024-04-29,,,,,,
2024-04-30,,,,,,
2024-05-01,,,,,,
2024-05-02,,,,,,
2024-05-03,,,,,,
2024-05-04,,,,,,
2024-05-05,6,17,,16,9,280
2024-05-06,6,17,,16,9,192
2024-05-07,4,11,,16,9,242
2024-05-08,4,13,,16,9,158
2024-05-09,6,18,,16,9,306
2024-05-10,,,,,,
2024-05-11,,,,,,
2024-05-12,,,,,,
2024-05-13,,,,,,
2024-05-14,,,,,,
2024-05-15,4,12,,16,9,183
2024-05-16,3,10,,16,8,125
2024-05-17,2,7,,16,8,217
2024-05-18,4,13,,16,9,192
2024-05-19,4,11,,16,8,158
2024-05-20,6,18,,16,9,367
2024-05-21,5,14,,16,8,125
2024-05-22,6,18,,15,9,183
2024-05-23,6,17,,15,9,233
2024-05-24,4,13,,15,9,258
2024-05-25,4,12,,15,9,108
2024-05-26,4,12,,15,8,175
2024-05-27,6,18,,15,9,236
2024-05-28,6,19,,15,10,375
2024-05-29,6,20,,15,10,217
2024-05-30,6,18,,15,10,191
2024-05-31,6,18,,15,10,367
2024-06-01,4,11,,14,9,100
2024-06-02,3,11,,15,9,67
2024-06-03,4,12,,15,10,158
2024-06-04,4,13,,15,9,167
2024-06-05,5,15,,15,10,125
2024-06-06,4,13,,15,9,133
2024-06-07,4,12,,15,9,208
2024-06-08,3,10,,15,9,150
2024-06-09,4,11,,15,9,108
2024-06-10,3,9,,15,9,158
2024-06-11,3,8,,15,9,150
2024-06-12,3,9,,15,9,158
2024-06-13,4,12,,15,9,107
2024-06-14,4,13,,15,10,133
2024-06-15,5,17,,15,9,123
2024-06-16,4,13,,15,9,75
2024-06-17,3,10,,15,9,117
2024-06-18,4,13,,15,9,125
2024-06-19,4,13,,15,10,118
2024-06-20,5,15,,15,12,192
2024-06-21,4,13,,15,14,50
2024-06-22,3,10,,15,14,92
2024-06-23,2,6,,15,15,155
2024-06-24,3,10,,15,16,250
2024-06-25,3,11,,15,17,208
2024-06-26,4,12,,15,19,236
2024-06-27,3,9,,15,18,45
2024-06-28,3,10,,15,19,67
2024-06-29,2,8,,15,20,83
2024-06-30,3,10,,15,21,67
2024-07-01,2,8,,15,23,150
2024-07-02,3,11,,15,23,64
2024-07-03,4,11,,15,23,67
2024-07-04,3,9,,16,23,0
2024-07-05,3,9,,16,23,0
2024-07-06,4,11,,16,23,0
2024-07-07,3,8,,16,23,0
2024-07-08,3,9,,17,14,142
2024-07-09,3,10,,20,5,191
2024-07-10,3,9,,20,5,467
2024-07-11,2,7,,20,5,400
2024-07-12,2,7,,20,6,367
2024-07-13,3,8,,20,6,267
2024-07-14,3,8,,20,6,258
2024-07-15,1,4,,21,6,442
2024-07-16,3,8,,20,7,425
2024-07-17,4,10,,20,7,200
2024-07-18,3,8,,21,7,200
2024-07-19,2,7,,21,7,217
2024-07-20,2,5,,20,7,162
2024-07-21,6,18,,20,9,200
2024-07-22,3,10,,20,8,192
2024-07-23,3,8,,20,9,158
2024-07-24,3,10,,20,10,192
2024-07-25,2,8,,20,10,173
2024-07-26,2,8,,20,11,167
2024-07-27,2,8,,20,11,175
2024-07-28,4,12,,20,25,183
2024-07-29,2,7,,20,13,208
2024-07-30,3,11,,20,14,192
2024-07-31,3,11,,20,13,173
2024-08-01,2,8,,20,12,206
2024-08-02,,,,,,
2024-08-03,6,14,5,12,4,421
2024-08-04,7,15,8,9,4,393
2024-08-05,7,16,7,10,4,348
2024-08-06,8,16,,10,5,316
2024-08-07,4,13,,20,13,200
2024-08-08,3,10,,20,13,208
2024-08-09,3,10,,20,14,175
2024-08-10,4,12,,20,15,192
2024-08-11,3,10,,20,15,192
2024-08-12,3,10,,20,15,192
2024-08-13,6,13,,16,10,233
2024-08-14,4,11,,20,15,192
2024-08-15,3,9,,20,17,192
2024-08-16,3,8,,20,17,200
2024-08-17,4,12,,21,17,200
2024-08-18,4,11,,20,17,200
2024-08-19,5,16,,20,17,183
2024-08-20,5,15,,20,18,175
2024-08-21,3,11,,20,18,208
2024-08-22,4,12,,20,18,233
2024-08-23,4,14,,20,19,200
2024-08-24,4,13,,20,19,200
2024-08-25,4,10,,20,19,200
2024-08-26,6,16,,20,19,200
2024-08-27,3,10,,20,20,183
2024-08-28,3,10,,20,20,175
2024-08-29,5,15,,20,21,192
2024-08-30,3,9,,20,22,217
2024-08-31,3,10,,20,21,200
2024-09-01,3,9,,20,22,183
2024-09-02,3,8,,20,22,183
2024-09-03,2,5,,20,21,192
2024-09-04,3,8,,20,22,208
2024-09-05,3,10,,20,23,192
2024-09-06,5,14,,20,25,164
2024-09-07,4,12,,20,27,150
2024-09-08,4,15,,20,27,185
2024-09-09,4,13,,20,25,191
2024-09-10,4,11,,20,26,208
2024-09-11,4,11,,20,26,217
2024-09-12,6,18,,20,28,208
2024-09-13,3,9,,20,26,225
2024-09-14,3,9,,20,28,217
2024-09-15,3,9,,20,29,236
2024-09-16,3,8,,20,27,183
2024-09-17,3,10,,20,28,200
2024-09-18,2,7,,20,26,242
2024-09-19,2,7,,20,26,217
2024-09-20,2,8,,20,27,208
2024-09-21,2,5,,20,27,200
2024-09-22,4,10,,20,26,287
2024-09-23,,,,,,
2024-09-24,,,,,,
2024-09-25,,,,,,
2024-09-26,,,,,,
2024-09-27,7,14,,16,28,182
2024-09-28,6,17,,20,35,188
2024-09-29,6,18,,20,35,167
2024-09-30,7,20,,20,36,171
2024-10-01,4,11,,20,37,181
2024-10-02,4,11,,20,36,194
2024-10-03,5,17,,20,37,204
2024-10-04,9,28,,20,38,182
2024-10-05,13,31,,21,39,215
2024-10-06,7,21,,20,38,217
2024-10-07,,,,,,
